Irms1,Irms2,Irms3,
0.224346,0.224493,0.224822,
0.233441,0.232444,0.233465,
0.223068,0.222610,0.223215,
0.225321,0.226280,0.225742,
0.227957,0.227924,0.228532,
0.228454,0.228022,0.228089,
0.226192,0.225048,0.226680,
0.224524,0.223873,0.225292,
0.233404,0.230968,0.232243,
0.223850,0.223421,0.224138,
0.223880,0.223284,0.225042,
0.230109,0.229664,0.229900,
0.226726,0.225388,0.226731,
0.225915,0.226749,0.226490,
0.226079,0.226668,0.226238,
0.229819,0.229780,0.230236,
0.223648,0.224535,0.224396,
0.224187,0.224066,0.223861,
0.231124,0.231812,0.231897,
0.223815,0.224583,0.223877,
0.224473,0.224618,0.224655,
0.232809,0.232977,0.233254,
0.224308,0.223865,0.224071,
0.225428,0.223925,0.225514,
0.230748,0.230084,0.231514,
0.225624,0.224964,0.224845,
0.226418,0.225221,0.226603,
0.227159,0.227266,0.226720,
0.229721,0.229549,0.228878,
0.225788,0.225604,0.226168,
0.224647,0.223829,0.225430,
0.231602,0.232937,0.232830,
0.224862,0.224678,0.224605,
0.223340,0.224176,0.223571,
0.233173,0.232748,0.232104,
0.224699,0.223558,0.224935,
0.224428,0.224866,0.224995,
0.231216,0.230183,0.231885,
0.224930,0.224166,0.223740,
0.225158,0.225384,0.225999,
0.229292,0.228915,0.230591,
0.227917,0.228791,0.227643,
0.227269,0.226121,0.226658,
0.224010,0.223062,0.224986,
0.231639,0.232560,0.231868,
0.223253,0.223927,0.223116,
0.224629,0.224193,0.224381,
0.231052,0.231608,0.231019,
0.225639,0.225923,0.227160,
0.225871,0.225978,0.227181,
0.225811,0.226298,0.226583,
0.231185,0.230355,0.229820,
0.224139,0.225134,0.224884,
0.223704,0.222991,0.224149,
0.231446,0.231957,0.232688,
0.225678,0.225693,0.226353,
0.225690,0.226609,0.226004,
0.224532,0.225794,0.225529,
0.232165,0.230831,0.230821,
0.224624,0.223642,0.224999,
0.223838,0.223718,0.223038,
0.232039,0.233581,0.232234,
0.223825,0.224894,0.224975,
0.226317,0.226085,0.225518,
0.227108,0.227925,0.228027,
0.228891,0.229134,0.228839,
0.223389,0.225145,0.225441,
0.223944,0.223443,0.223504,
0.232235,0.232661,0.232537,
0.224494,0.224597,0.223690,
0.226455,0.226698,0.226051,
0.228137,0.229259,0.227503,
0.228918,0.227544,0.228051,
0.225002,0.225384,0.224675,
0.224273,0.224385,0.224147,
0.232674,0.232804,0.234438,
0.225212,0.225353,0.224034,
0.225997,0.226596,0.226158,
0.227889,0.228252,0.227956,
0.228918,0.227803,0.228256,
0.224685,0.224657,0.224772,
0.224967,0.223902,0.224624,
0.233590,0.232842,0.233030,
0.224772,0.224181,0.224480,
0.225235,0.223200,0.223720,
0.229863,0.231504,0.231261,
0.224230,0.224919,0.223963,
0.225666,0.226046,0.224906,
0.227296,0.227914,0.228108,
0.228527,0.229624,0.228969,
0.226506,0.225686,0.225519,
0.224733,0.223888,0.224531,
0.233149,0.232524,0.232559,
0.222547,0.223792,0.223773,
0.225072,0.224320,0.223952,
0.231555,0.233003,0.232038,
0.225386,0.225220,0.224604,
0.226332,0.226221,0.226515,
0.227217,0.226823,0.226773,
0.228950,0.229467,0.229489,
0.223937,0.224310,0.224712,
0.224143,0.224289,0.223728,
0.232840,0.232565,0.233341,
0.225361,0.224276,0.223106,
0.226213,0.226626,0.226676,
0.228475,0.227673,0.228026,
0.228386,0.229025,0.227616,
0.225346,0.225850,0.225689,
0.223920,0.224077,0.223349,
0.232186,0.231909,0.232241,
0.224770,0.224667,0.225320,
0.224497,0.224777,0.223900,
0.231624,0.233141,0.233129,
0.223569,0.223439,0.224143,
0.225725,0.225528,0.225908,
0.227125,0.227946,0.226490,
0.228817,0.228711,0.228612,
0.225440,0.226471,0.226750,
0.224644,0.224948,0.224130,
0.231843,0.231767,0.231388,
0.224142,0.224658,0.225342,
0.223686,0.223175,0.223484,
0.233063,0.232714,0.232897,
0.225165,0.224272,0.224368,
0.225291,0.225473,0.225306,
0.231012,0.230518,0.231042,
0.225022,0.225196,0.225094,
0.226149,0.225652,0.227673,
0.225601,0.225905,0.225946,
0.230249,0.230291,0.228851,
0.225749,0.225594,0.226702,
0.225407,0.224451,0.224982,
0.233742,0.233005,0.232230,
0.223599,0.224350,0.222529,
0.224886,0.225999,0.225365,
0.228745,0.228152,0.228111,
0.227695,0.227958,0.228916,
0.225449,0.225664,0.225288,
0.223657,0.224577,0.225031,
0.231902,0.233650,0.231821,
0.223910,0.222976,0.223979,
0.225777,0.226746,0.225657,
0.228261,0.227536,0.227332,
0.228795,0.228694,0.228376,
0.225900,0.225417,0.225473,
0.224135,0.224041,0.224483,
0.232797,0.231700,0.233402,
0.224467,0.225550,0.224402,
0.225104,0.225856,0.226464,
0.225763,0.226402,0.226408,
0.229637,0.229376,0.229787,
0.225194,0.224986,0.226062,
0.224679,0.224079,0.223727,
0.231997,0.232489,0.232467,
0.225092,0.224061,0.224657,
0.225661,0.225230,0.226329,
0.226223,0.226861,0.226689,
0.229225,0.228583,0.228729,
0.225739,0.226489,0.225921,
0.224382,0.224854,0.224446,
0.231336,0.232319,0.232522,
0.223820,0.224725,0.223376,
0.226445,0.225243,0.226020,
0.226465,0.226475,0.227155,
0.229552,0.228924,0.228499,
0.227477,0.225416,0.225233,
0.224556,0.224250,0.224404,
0.232529,0.232665,0.233345,
0.222624,0.223460,0.222663,
0.226155,0.225179,0.225011,
0.227778,0.228373,0.227689,
0.228285,0.228610,0.228140,
0.225744,0.225630,0.226327,
0.225284,0.224301,0.224683,
0.232316,0.232515,0.232653,
0.223621,0.223342,0.223284,
0.225416,0.225849,0.225316,
0.229462,0.228983,0.229429,
0.229555,0.226846,0.228164,
0.225371,0.226849,0.226097,
0.225117,0.224948,0.225016,
0.232900,0.232715,0.232315,
0.222557,0.223016,0.223068,
0.226753,0.227355,0.226404,
0.226180,0.226796,0.226469,
0.230179,0.230386,0.229446,
0.225484,0.225871,0.226139,
0.224467,0.224748,0.225300,
0.232445,0.231456,0.232138,
0.223914,0.224691,0.224454,
0.224263,0.223788,0.224338,
0.232372,0.231527,0.231612,
0.225355,0.224694,0.225700,
0.226733,0.226977,0.225422,
0.227272,0.227524,0.227443,
0.230509,0.229912,0.228426,
0.224732,0.224920,0.225482,
0.224433,0.222736,0.223345,
0.231619,0.231876,0.232652,
0.225181,0.224532,0.224861,
0.227112,0.226750,0.227206,
0.227445,0.227013,0.227184,
0.228301,0.228406,0.230197,
0.224882,0.225114,0.225271,
0.223195,0.223718,0.224746,
0.232913,0.232772,0.231603,
0.224218,0.223806,0.224564,
0.225934,0.225107,0.224506,
0.231237,0.231638,0.232053,
0.223991,0.224801,0.225380,
0.224706,0.226220,0.226148,
0.226890,0.226034,0.227695,
0.228912,0.228353,0.228343,
0.226633,0.224508,0.225744,
0.225158,0.224068,0.225476,
0.232280,0.232786,0.232984,
0.223756,0.223133,0.223881,
0.226395,0.224801,0.225655,
0.228386,0.228194,0.228555,
0.228433,0.227810,0.227971,
0.225547,0.225629,0.225633,
0.223551,0.224089,0.223930,
0.231535,0.232297,0.232016,
0.223462,0.224273,0.223687,
0.223915,0.222153,0.224646,
0.230052,0.231251,0.231498,
0.224963,0.226008,0.225132,
0.225689,0.226787,0.226612,
0.226666,0.226246,0.227473,
0.231183,0.230834,0.229614,
0.224385,0.225453,0.223842,
0.223310,0.222403,0.224385,
0.231168,0.231286,0.232471,
0.224570,0.223626,0.224389,
0.227255,0.226014,0.227361,
0.227151,0.227303,0.227351,
0.230521,0.228622,0.230169,
0.225207,0.224934,0.224520,
0.223320,0.224367,0.225156,
0.232761,0.231802,0.232535,
0.224581,0.224130,0.223964,
0.226415,0.225837,0.226643,
0.229873,0.229800,0.229755,
0.227312,0.226201,0.226808,
0.226445,0.225657,0.225414,
0.223231,0.224051,0.223891,
0.231471,0.232024,0.232400,
0.224436,0.225319,0.224454,
0.225929,0.224752,0.225747,
0.230326,0.229750,0.230721,
0.226612,0.226448,0.226789,
0.226423,0.226884,0.227176,
0.224000,0.225258,0.224228,
0.231074,0.232040,0.231461,
0.225028,0.225364,0.225052,
0.225113,0.224654,0.225007,
0.231623,0.231354,0.232100,
0.224349,0.225398,0.225048,
0.225988,0.225962,0.225583,
0.225650,0.226241,0.226290,
0.230463,0.230212,0.229932,
0.225558,0.225539,0.225060,
0.224628,0.223190,0.224425,
0.233083,0.232438,0.233073,
0.224203,0.223600,0.224114,
0.225830,0.224770,0.225592,
0.227657,0.228674,0.227863,
0.228319,0.228865,0.227862,
0.225705,0.225544,0.225794,
0.225171,0.224743,0.224448,
0.233043,0.232977,0.232340,
0.222839,0.223747,0.223834,
0.225248,0.225127,0.224992,
0.228430,0.228734,0.228775,
0.227719,0.227758,0.227419,
0.226052,0.226616,0.226357,
0.224878,0.225156,0.223902,
0.232086,0.231976,0.231851,
0.223783,0.223263,0.225344,
0.224933,0.224026,0.225520,
0.230744,0.230719,0.230926,
0.224787,0.225594,0.226238,
0.226505,0.226826,0.227989,
0.226420,0.225959,0.225746,
0.231640,0.231254,0.231468,
0.222959,0.224137,0.224811,
