Irms1,Irms2,Irms3,
0.233048,0.233102,0.232668,
0.234558,0.234713,0.234123,
0.234767,0.235042,0.235101,
0.235821,0.236406,0.237643,
0.234835,0.234535,0.234270,
0.234009,0.234239,0.234081,
0.230395,0.230489,0.230194,
0.233638,0.233425,0.232769,
0.232903,0.233530,0.234038,
0.232584,0.232847,0.233427,
0.234906,0.235167,0.234024,
0.236433,0.235572,0.236050,
0.231910,0.231934,0.232552,
0.232562,0.232445,0.232631,
0.235408,0.235996,0.236464,
0.234057,0.233731,0.233613,
0.235765,0.233556,0.234412,
0.233725,0.234329,0.234256,
0.233545,0.235134,0.234790,
0.238160,0.237930,0.237881,
0.234918,0.234931,0.235636,
0.234599,0.235629,0.236517,
0.234826,0.234834,0.235469,
0.235111,0.235136,0.235829,
0.236627,0.235572,0.235734,
0.240608,0.241676,0.241269,
0.234979,0.234178,0.235482,
0.234277,0.234648,0.235789,
0.234052,0.233797,0.234532,
0.233711,0.233555,0.234106,
0.232740,0.233624,0.234229,
0.234503,0.234904,0.236248,
0.234599,0.233936,0.233300,
0.233623,0.234212,0.233782,
0.234794,0.234798,0.235419,
0.235013,0.235102,0.234797,
0.235530,0.237004,0.236552,
0.234558,0.233900,0.235126,
0.235135,0.233966,0.233551,
0.234228,0.234396,0.233964,
0.233169,0.233431,0.232883,
0.233797,0.233741,0.234456,
0.232617,0.232592,0.232272,
0.236661,0.235460,0.235485,
0.236316,0.235430,0.236195,
0.234202,0.233643,0.234179,
0.234297,0.233903,0.234358,
0.233540,0.232712,0.233155,
0.235278,0.236679,0.236808,
0.231399,0.232335,0.231807,
0.231771,0.232923,0.234576,
0.235317,0.235870,0.236239,
0.235786,0.235665,0.235411,
0.234567,0.233865,0.234078,
0.232435,0.232450,0.231997,
0.234737,0.235747,0.234982,
0.235036,0.234389,0.234378,
0.231835,0.230756,0.232843,
0.237016,0.236974,0.236314,
0.234496,0.234173,0.234963,
0.234794,0.235027,0.235226,
0.236076,0.236178,0.236975,
0.236866,0.236848,0.238359,
0.231374,0.231378,0.232624,
0.232486,0.234024,0.232580,
0.234564,0.234407,0.233722,
