Irms1,Irms2,Irms3,
0.223622,0.223897,0.223207,
0.224772,0.225221,0.225638,
0.228027,0.229296,0.229260,
0.228717,0.229585,0.228875,
0.225946,0.226417,0.225290,
0.223934,0.223522,0.223582,
0.232017,0.230957,0.233382,
0.223636,0.223651,0.223079,
0.225663,0.225045,0.225896,
0.229047,0.229048,0.230035,
0.229953,0.227546,0.228101,
0.227398,0.225589,0.225866,
0.223599,0.224993,0.224399,
0.231935,0.231849,0.231114,
0.223745,0.223749,0.224187,
0.224176,0.225288,0.224712,
0.231110,0.231252,0.230855,
0.226902,0.226233,0.226251,
0.227301,0.227181,0.228052,
0.225553,0.224544,0.225483,
0.232254,0.231041,0.231968,
0.223606,0.223411,0.224177,
0.224232,0.223682,0.224698,
0.230564,0.230959,0.231712,
0.225846,0.226564,0.226121,
0.227024,0.226273,0.226709,
0.226361,0.226117,0.227046,
0.230022,0.229860,0.228651,
0.225863,0.225629,0.224334,
0.224914,0.224157,0.223397,
0.232172,0.233545,0.233038,
0.223816,0.224825,0.224755,
0.226457,0.225079,0.225729,
0.228446,0.228848,0.230592,
0.228182,0.227025,0.227483,
0.226644,0.226024,0.225473,
0.224328,0.224996,0.225671,
0.231623,0.231560,0.232429,
0.224839,0.225046,0.224926,
0.225319,0.225694,0.224481,
0.231266,0.232026,0.231702,
0.224725,0.225196,0.225372,
0.225361,0.225356,0.226300,
0.225706,0.226454,0.225694,
0.232623,0.232092,0.232258,
0.224320,0.224454,0.224189,
0.225623,0.224368,0.224582,
0.229850,0.230398,0.230291,
0.226547,0.227476,0.226463,
0.225811,0.225583,0.225997,
0.223873,0.223994,0.223602,
0.233956,0.233231,0.233288,
0.223439,0.223676,0.224108,
0.225875,0.224955,0.225646,
0.226647,0.228053,0.228795,
0.229449,0.229275,0.228518,
0.225486,0.225646,0.225259,
0.224040,0.222085,0.224078,
0.231831,0.232574,0.232801,
0.226417,0.225719,0.226113,
0.227214,0.225819,0.226691,
0.225448,0.225409,0.224346,
0.231130,0.231787,0.230858,
0.223183,0.222442,0.224742,
0.223976,0.224193,0.223102,
0.231958,0.232783,0.233195,
0.224698,0.225342,0.225387,
0.224934,0.226729,0.225556,
0.225852,0.226337,0.226356,
0.229269,0.229278,0.229356,
0.226133,0.224973,0.225362,
0.224253,0.225157,0.224151,
0.233048,0.233067,0.233522,
0.223785,0.224405,0.224198,
0.225981,0.226049,0.226466,
0.227767,0.227743,0.228151,
0.229416,0.228995,0.229280,
0.225476,0.224560,0.225786,
0.222936,0.223900,0.223877,
0.231543,0.231959,0.232828,
0.225268,0.225753,0.225561,
0.226728,0.225203,0.226504,
0.226041,0.226337,0.226158,
0.229348,0.230865,0.228736,
0.224713,0.225334,0.225523,
0.223931,0.224046,0.223731,
0.231986,0.232656,0.232689,
0.225534,0.226425,0.226212,
0.225872,0.226052,0.226395,
0.224763,0.225382,0.225030,
0.230656,0.230222,0.231527,
0.224190,0.224213,0.223092,
0.225453,0.225520,0.225484,
0.229496,0.230175,0.230139,
0.228337,0.228885,0.228042,
0.225425,0.225806,0.225169,
0.224296,0.223181,0.223485,
0.232199,0.231621,0.232026,
0.224823,0.224190,0.225271,
0.225799,0.226262,0.227831,
0.229158,0.227353,0.227984,
0.229727,0.229530,0.229477,
0.224739,0.225197,0.225261,
0.224515,0.223523,0.223494,
0.231416,0.232365,0.232075,
0.223901,0.222726,0.224016,
0.225955,0.225445,0.226530,
0.230121,0.228161,0.229207,
0.228693,0.228870,0.228486,
0.224483,0.225618,0.225277,
0.224154,0.224198,0.224382,
0.232225,0.231754,0.232670,
0.224059,0.224036,0.224061,
0.226820,0.225199,0.224624,
0.230075,0.229800,0.230088,
0.227600,0.225802,0.226737,
0.225756,0.226814,0.225450,
0.225845,0.226415,0.225769,
0.230607,0.231924,0.229675,
0.224321,0.224341,0.225836,
0.223708,0.224907,0.224385,
0.232036,0.232902,0.232442,
0.224702,0.223652,0.224727,
0.225102,0.226186,0.224867,
0.228093,0.228324,0.228987,
0.227906,0.228053,0.228241,
