timestamp1,timestamp2,timestamp3,
208666,389665,516914,
418623,324498,339290,
321248,317624,256499,
245874,243457,243041,
245082,245041,245707,
242791,242290,241332,
241707,241624,241249,
241291,241666,242749,
242415,244582,243915,
244207,241832,242499,
242041,241832,241124,
241082,241582,241832,
242416,241958,244249,
243873,243915,241582,
241458,241082,241124,
240707,241374,241082,
241290,241082,241249,
243583,243666,243166,
261123,261957,262582,
242041,240916,240874,
241457,242248,242207,
242332,241499,242124,
241749,241958,241207,
241082,241290,241124,
241166,241291,241374,
240832,240290,240415,
241416,241624,241458,
240624,240916,241582,
241623,241457,240624,
241416,241165,241582,
241291,241416,240874,
240623,240499,240790,
240624,240624,240666,
240291,240373,240290,
240457,280124,285666,
287915,248624,243082,
241416,240416,240416,
239957,240123,240082,
239666,242291,242457,
243540,240749,240832,
240624,241457,240916,
240291,239374,239332,
239832,240457,242457,
242165,241541,239666,
239999,240332,239749,
239124,239874,240290,
240749,239290,239707,
241457,242499,242707,
240541,240124,239041,
239457,240041,240624,
240541,240332,270582,
273998,276707,247165,
244207,241582,240916,
240916,240499,240374,
239916,239790,239665,
239790,239874,242208,
242749,243458,241665,
241040,240498,240124,
240499,240333,240291,
239499,239707,240665,
242832,242499,242207,
240041,240457,240083,
240207,239790,240373,
240874,241166,240541,
240082,242249,242124,
242291,239999,239415,
240040,239874,240541,
239958,244957,247332,
248165,243249,243416,
242832,243332,240707,
239833,239207,239165,
239790,240249,240208,
239999,239707,239915,
242582,242499,242457,
240041,240207,239999,
239415,239333,239332,
239541,239498,239708,
239999,241833,241499,
241374,238957,239123,
239123,239874,239749,
323124,328498,329832,
246999,244124,244124,
243707,241041,240874,
240582,447872,463873,
472706,272999,265582,
263707,262874,259999,
260332,260624,260415,
259583,259374,259249,
259707,259582,261707,
262082,262540,260415,
259832,259166,259624,
260624,261248,261124,
260457,259624,261999,
261749,261999,259248,
258498,258374,258791,
259374,258998,258707,
258624,259208,259249,
258957,258915,258415,
263957,263832,264791,
259207,260082,259832,
260166,259791,259915,
260374,260165,259916,
259665,259249,258915,
258832,258874,259166,
258916,258749,258498,
261040,261873,262333,
259749,259499,259707,
259499,259082,258665,
259957,260291,259916,
261165,261415,261373,
258999,258874,259124,
259499,259332,258999,
259082,259541,259624,
261374,264707,265957,
263915,260165,258915,
258874,258666,259249,
259165,259165,259166,
262041,262040,261915,
259082,258749,258832,
258790,258624,258124,
258083,258124,258207,
260582,261499,262166,
259915,259540,258915,
259666,259499,259249,
258873,259165,259707,
261832,261666,261165,
258041,257999,257916,
258915,258498,258749,
258499,258249,288873,
293249,294499,264416,
259832,259124,259498,
259832,260457,259874,
259957,259498,259624,
260666,261249,260582,
259248,257957,257999,
257249,257749,257915,
258416,258416,257791,
259457,260082,260874,
259374,258582,258082,
257873,258332,258624,
258624,258082,257873,
260207,260416,260874,
258332,258582,257374,
257458,257332,258082,
285373,287373,288082,
262916,261374,261415,
259957,259457,259208,
259499,259291,259040,
258582,258624,258332,
259873,259040,259457,
257499,258541,257957,
258041,258332,258666,
258415,258040,258457,
258791,259541,259165,
259748,259123,258999,
258708,258832,258999,
259332,259291,259416,
259165,259165,259582,
259207,258374,257707,
257791,285249,287498,
289207,262665,260791,
261040,260499,260415,
258666,259124,258957,
258582,258165,258458,
258957,259499,259373,
258999,259082,258874,
258623,258124,258249,
258374,258124,258165,
257999,258165,258166,
258290,260874,260249,
260666,258457,258790,
258749,258541,258666,
259165,258790,258957,
259749,264957,265332,
263915,259457,286915,
289082,289207,261832,
259749,259249,259291,
259207,259749,259832,
259582,258582,257499,
257791,258249,258707,
258790,258999,259040,
258916,260665,260832,
260999,259040,258999,
258790,258416,258124,
257665,258249,258290,
258791,260332,260957,
260915,259582,259291,
259291,259290,258790,
258624,257708,257666,
257623,260332,260540,
264291,261957,262916,
259124,258957,258499,
258290,258874,257873,
258207,260248,261166,
261291,258541,258249,
257790,258082,258707,
259332,259582,258873,
258166,260249,260666,
261124,259040,258790,
259040,259208,259166,
258832,258582,258499,
258624,260832,261082,
261040,259249,258749,
258957,257873,258332,
258166,258791,257957,
257332,288665,292082,
293957,261874,259040,
258124,258790,258874,
258457,258499,258415,
258624,260041,259958,
259540,258040,258332,
258832,258832,258707,
258916,259291,259749,
259207,261123,260665,
260374,258374,257416,
258123,257374,257832,
258124,258124,258582,
258374,259332,259332,
259290,258915,258915,
258791,258666,258082,
257582,257999,285791,
289582,290790,264499,
260791,259374,258540,
258623,258749,257999,
257874,257373,257624,
257874,258207,258915,
259707,259458,259707,
259165,259415,258749,
258791,258999,259374,
259082,284457,286790,
303665,280415,278332,
261874,259916,259707,
259499,259873,259791,
259665,261583,262123,
262207,259832,258874,
259291,259707,260374,
266040,267624,267915,
261832,262165,261541,
261666,259415,259082,
259415,259083,259457,
260166,260290,259832,
258665,260957,261791,
261707,259249,258415,
258249,258415,258416,
258499,258083,258248,
258124,258582,259041,
259332,259248,258999,
258665,258333,257915,
257832,257790,257874,
258124,258665,260832,
260707,259916,257416,
256999,262415,262832,
262874,258208,258165,
258999,258373,260666,
260415,260957,258332,
257999,258166,258748,
259124,258332,257874,
257874,258040,260749,
261082,260666,258499,
258248,258665,258165,
258041,258332,258582,
257957,258374,259708,
260665,260374,258957,
258874,259041,259207,
258582,258332,258707,
259249,259123,260540,
261041,260541,286041,
287790,288665,261623,
258874,258416,257916,
258332,258082,260415,
260124,260457,257624,
256873,256499,257082,
258083,258582,258874,
258498,258082,260499,
260582,261124,258499,
258999,258499,257915,
257749,258415,258749,
257999,257582,259374,
260165,259832,257665,
257582,257999,258832,
258958,258249,258124,
257207,258082,257624,
287373,290332,291707,
262416,259040,257665,
257874,258083,258291,
258248,257957,260165,
259833,260332,257707,
257957,257332,258208,
258123,258290,257373,
257124,257374,257916,
258749,258249,258415,
257665,258332,257582,
257708,257166,257916,
257915,258332,258624,
261124,260873,260207,
258082,258249,258499,
258124,257707,257748,
257915,284999,287374,
288624,261999,259915,
259165,259457,258624,
257957,257540,257957,
257708,257708,257874,
259790,260123,260082,
258582,258207,257916,
257916,257874,258082,
258248,258541,258332,
259833,259290,259665,
257707,258207,258041,
258373,258291,258207,
258541,258582,258499,
260165,260124,260415,
259041,258790,258707,
258082,258207,284749,
287207,287541,261582,
260790,260832,259832,
257208,256957,257499,
257873,257290,256874,
257124,257291,257332,
259166,259749,259874,
258207,257457,257540,
258207,258873,259124,
258457,258208,257499,
259374,259082,259165,
256665,256457,256832,
257082,257499,257249,
256958,256707,256707,
258707,258915,259458,
257915,257957,257248,
257249,285791,287291,
287874,259373,258415,
259832,259958,259332,
257498,256998,256749,
256666,256583,256957,
257249,257623,257291,
259165,259249,259707,
258041,258707,259499,
259582,258832,258707,
258165,258999,258873,
258499,258457,258416,
259207,258499,258082,
257749,257832,258415,
258457,257832,257583,
257499,260041,259957,
260124,258165,257249,
260082,260457,261373,
258790,258791,258749,
258249,260374,260707,
260832,258248,258207,
258291,258874,258957,
259373,258791,258583,
258208,260332,260332,
260457,258457,258498,
258290,258415,258374,
258499,257916,257541,
257165,259207,259374,
259374,257457,257457,
257916,258332,258415,
258123,257999,257999,
257416,259249,259665,
264332,262749,262749,
258832,258415,258041,
257457,257874,257290,
257624,256915,257541,
257749,258332,257790,
257790,258166,258290,
258582,257957,257999,
257541,257040,259749,
259374,259666,257582,
258332,258832,258082,
257999,257374,256957,
256873,257249,259749,
260291,259332,257082,
255832,256540,257041,
257457,257791,257207,
257457,257290,297082,
299040,298915,259707,
257958,258458,257957,
257123,257290,257874,
257874,257415,259249,
259457,259958,257999,
258499,258082,257998,
257624,258165,257999,
258582,258124,259874,
259374,259040,257582,
257249,256916,256832,
257415,257790,257416,
256457,256874,259748,
260541,260374,257416,
257082,257207,257332,
257374,256749,257374,
286623,288374,291165,
262874,262248,259666,
259624,259249,259498,
259499,259124,258957,
258623,259124,261041,
261291,261832,259457,
259290,258749,258999,
259707,259415,259290,
258499,258874,260416,
260207,260124,259499,
260749,260957,260790,
259916,259457,258540,
258373,258207,260666,
261166,261749,259249,
258874,258207,258332,
284248,287165,287915,
262166,259249,260916,
261540,261999,259832,
259082,259374,259582,
259541,259748,260165,
260582,259916,261249,
260915,261165,259457,
259416,258999,258916,
260290,260790,260540,
259082,259166,261457,
260791,260249,257874,
258874,258957,259165,
258748,258915,258583,
258916,258749,258998,
258499,258291,258332,
258040,285207,286957,
288207,262082,260124,
259457,258582,260624,
260916,261165,259166,
258415,258124,257832,
258166,258165,258665,
258165,258124,260332,
261249,261666,259707,
259332,258874,258499,
258707,259457,259207,
258624,258498,259249,
260665,261166,260749,
259249,258082,257499,
257666,258124,258915,
258748,258207,257957,
260457,261415,287791,
287416,287582,261165,
259832,258666,258499,
258040,258624,258582,
258874,258332,258499,
258457,258582,257998,
257541,257582,258374,
258540,258290,258207,
259999,260166,260499,
258749,258832,257874,
257915,258665,259332,
258791,257958,258249,
260748,260790,260540,
258833,259249,259374,
259165,258957,258832,
258916,258832,259041,
287207,289749,290415,
262373,260915,259999,
260124,259416,260082,
260041,259748,259374,
261457,261874,261790,
259915,259291,259041,
258499,259248,259498,
259290,258499,258041,
260582,261291,261582,
259249,258707,258082,
257957,258374,258666,
258749,258498,259290,
261832,261791,261332,
258624,258624,258166,
257957,258290,259248,
259582,262624,262457,
265041,261915,261291,
258374,258249,258124,
258248,257749,258374,
258624,258832,258498,
260624,260915,260749,
258165,258124,258541,
259291,259416,259498,
258915,258165,257832,
260082,260749,261166,
258833,258665,258165,
258540,258916,258583,
258124,257915,258248,
258790,259082,259124,
259916,259791,260082,
259540,259582,285124,
287790,288707,263624,
636789,673330,876454,
466831,394207,154916,
208499,207915,245040,
208499,208874,171750,
208458,207958,207707,
208540,209249,209291,
208458,207707,207540,
208499,208374,208499,
208499,208374,208458,
208499,208749,208665,
208457,209249,209291,
208499,207749,207707,
208499,208458,208416,
208541,208415,208291,
208499,208499,213665,
208541,209166,204125,
208540,207874,207749,
208458,208457,208499,
208457,208333,208332,
208499,208957,208999,
208457,208791,208874,
208499,207791,207916,
208500,208624,208540,
208457,208540,208333,
208457,208208,208415,
208458,209374,209333,
208540,207874,207874,
208499,208582,208374,
208458,208249,208416,
208457,208374,208374,
208457,208749,208749,
208499,208208,208332,
208499,208582,208624,
208499,208541,208457,
208541,208915,208999,
208499,208083,208083,
208541,208582,208374,
208457,208291,208332,
208499,208540,208332,
208499,208416,208541,
208541,208707,209499,
208457,208458,207624,
208541,208499,208458,
208499,208457,208582,
208499,208624,208624,
208499,208291,208874,
208541,208499,207874,
208457,208499,208416,
208541,208457,208540,
208457,208666,208666,
208499,208541,209416,
208499,208374,207457,
208499,208582,208416,
208499,209166,209457,
208499,207832,207874,
208541,208582,209124,
208499,208500,207916,
208541,208415,208499,
208457,208666,208374,
208457,208291,208499,
208500,208624,209291,
208499,208540,207790,
208499,208291,208249,
208499,208416,208583,
208499,208457,208499,
208499,208541,208999,
208499,208624,207957,
208499,208582,208499,
208499,208332,208291,
208540,208708,208791,
208499,208207,208207,
208458,208624,208624,
208457,209374,209457,
208499,207666,207749,
208499,208374,208291,
208499,208499,208457,
208499,208582,208374,
208458,208583,208791,
208457,208207,208291,
208541,208582,208582,
208499,208374,208374,
208457,208541,208416,
208457,208499,208374,
208499,208624,208666,
208458,208541,208582,
208540,208332,208416,
208500,208541,208665,
208540,208582,208541,
208499,208541,208457,
208499,208457,208541,
208458,208333,208249,
208499,209832,210124,
208499,207332,207124,
208540,208333,208291,
208541,208665,208666,
208541,208458,208499,
208457,208707,208707,
208499,208291,208457,
208457,208582,208333,
208458,208541,208415,
208541,208374,208499,
208499,208707,208624,
208457,208166,208249,
208499,208541,208541,
208499,208582,208499,
208457,208374,208374,
208499,208749,208749,
208499,208332,208583,
208499,208500,208540,
208541,208624,208416,
208499,208457,217541,
208499,208749,199749,
208499,208082,208332,
208541,208666,208124,
208499,208624,208957,
208541,208249,208124,
208457,208791,208583,
208457,208165,208499,
208499,208624,208499,
208499,208749,208749,
208458,208333,208207,
208499,208457,208666,
208457,208291,208124,
208499,208707,208832,
208499,208458,208499,
208499,208415,208249,
208499,208541,208666,
208499,208541,208541,
208499,208499,208457,
208499,208415,209666,
208541,208583,207207,
208499,208332,208499,
208499,208624,208708,
208499,208583,208374,
208499,208540,208582,
208457,208458,208457,
208499,208457,208791,
208541,208291,208207,
208499,208415,208249,
208541,208833,208874,
208499,208415,208458,
208457,208624,208582,
208499,208416,208499,
208458,208457,208249,
208540,208541,208541,
208499,208374,208666,
208458,208708,208582,
208499,208124,207916,
208499,208540,208624,
208499,208916,209165,
208457,208166,208041,
208541,208457,208416,
208541,208582,208624,
