timestamp1,
304624,
274665,
262957,
258207,
258416,
257916,
257666,
258041,
257458,
260707,
257915,
257500,
257999,
257624,
257666,
257374,
257249,
257958,
257249,
257249,
257416,
257416,
258041,
257291,
257333,
257165,
257290,
257332,
258791,
257541,
257374,
257250,
257166,
257165,
257249,
257208,
257207,
257166,
257249,
257374,
257291,
257291,
257374,
257207,
257249,
257249,
257166,
258832,
257541,
257291,
257165,
257249,
257207,
257332,
257374,
257041,
257166,
257124,
257166,
257207,
257416,
257082,
257207,
257374,
257083,
257208,
262208,
257458,
257249,
257375,
257207,
257041,
257208,
257083,
257290,
257207,
257041,
257166,
257207,
257124,
258332,
257624,
257332,
257374,
257208,
273749,
258999,
257333,
257124,
257333,
257207,
257332,
257041,
257333,
257207,
257124,
256999,
257291,
257249,
257457,
257082,
257207,
257208,
257291,
257040,
259416,
257666,
257457,
257457,
257457,
257124,
257041,
257124,
257166,
257208,
257124,
257208,
257416,
257208,
257166,
257249,
257290,
257207,
257124,
258333,
257332,
257249,
257207,
257124,
257290,
257332,
257208,
257166,
257291,
257333,
256999,
257374,
257124,
257291,
257374,
257124,
257207,
257082,
258582,
257540,
257124,
256999,
257250,
257124,
256957,
256957,
257082,
256958,
257291,
257291,
257040,
257124,
257082,
257332,
257124,
257083,
257207,
346707,
260333,
259416,
259415,
259249,
259291,
259415,
259249,
259124,
259207,
259124,
259208,
259416,
258999,
259041,
259083,
259124,
259207,
259165,
260333,
259458,
259208,
259290,
259166,
259207,
259249,
259082,
259166,
259249,
259083,
259165,
259291,
259249,
259291,
259290,
259124,
259208,
259207,
260499,
259166,
259208,
259290,
259207,
259082,
259166,
259207,
259249,
259249,
259291,
259124,
259374,
259290,
259291,
259416,
259374,
259249,
259166,
260415,
259041,
259166,
259041,
259083,
259249,
259041,
258957,
259125,
260041,
259333,
260291,
259416,
259041,
260040,
259249,
259208,
259208,
259207,
259957,
261041,
259624,
259290,
259207,
259874,
259249,
259124,
259124,
259124,
259624,
259249,
259249,
259041,
259124,
259166,
259457,
259374,
259041,
259165,
259999,
259582,
259375,
258999,
259333,
259208,
259124,
259166,
259166,
259165,
259166,
259207,
259207,
259374,
259207,
258999,
259332,
259291,
259208,
260291,
259374,
259208,
259416,
259082,
259291,
259207,
259332,
259374,
259208,
259207,
259082,
259249,
259290,
259040,
259207,
259207,
259291,
259291,
260249,
259541,
259166,
259249,
259166,
259333,
259332,
259249,
259166,
259165,
259249,
259332,
259332,
259082,
259291,
259208,
259249,
259124,
259333,
260499,
259249,
259249,
259250,
259208,
259040,
259249,
259166,
259249,
259332,
258999,
259000,
259082,
259124,
259207,
259124,
259249,
259208,
259124,
259166,
260207,
259541,
259207,
259166,
259166,
259249,
259166,
259166,
259166,
259166,
259208,
259291,
259166,
259083,
259165,
259249,
259374,
259082,
259208,
260166,
259500,
259290,
259374,
259332,
259291,
259124,
259207,
258999,
259374,
259124,
259249,
259124,
259207,
259166,
259208,
259208,
259124,
259124,
260166,
259374,
259249,
259124,
259207,
259165,
259165,
259207,
259082,
259249,
259457,
259875,
259333,
258999,
259041,
259124,
259832,
259166,
259332,
